i,claim,scores,average,std_dev,skipped
299,Ghana’s ban on smoking in public places is a model for Africa,"[4, 4, 4, 4, 4]",4.0,0.0,0
300,Global Warming is not an issue,"[1, 1, 1, 1, 1]",1.0,0.0,0
301,Goal line technology has to be adopted in football,"[4, 4, 4, 4, 4]",4.0,0.0,0
302,Golf is a Sport,"[5, 5, 5, 5, 5]",5.0,0.0,0
303,Google is the extremely reliable source of information,"[3, 3, 3, 3, 3]",3.0,0.0,0
304,Google shouldn’t censor its search results in China,"[1, 1, 5, 1, 1]",1.8,2.56,0
305,Gorbachev Was Responsible for The Collapse Of The USSR,"[3, 3, 3, 3, 3]",3.0,0.0,0
306,Gorbachev was a key player in the fall of the Berlin Wall,"[5, 4, 4, 5, 5]",4.6,0.24,0
307,Government must be Big and Beefy,"[3, 2, 2, 2, 2]",2.2,0.16,0
308,Government should be required to obtain warrants to access data that can be used to track an individual,"[5, 5, 5, 5, 5]",5.0,0.0,0
309,Governments Should Actively Promote Multiculturalism,"[4, 4, 4, 4, 4]",4.0,0.0,0
310,Governments Should Pay Compensation For Terrorist Atrocities Carried Out By Their Citizens,"[3, 3, 3, 3, 3]",3.0,0.0,0
311,Governments Should Put Wealth Redistribution Ahead Of Wealth Creation,"[2, 2, 2, 2, 2]",2.0,0.0,0
312,Governments Should Try To Reduce The Gap Between Their Richest And Poorest Citizens,"[4, 4, 4, 4, 4]",4.0,0.0,0
313,Governments be allowed to disrupt Internet service on grounds of national security.,"[2, 2, 2, 2, 2]",2.0,0.0,0
314,Governments of resource-rich nations should impose high taxes on mining and extraction,"[4, 4, 4, 4, 4]",4.0,0.0,0
315,Governments should ban the media from reporting hostage-taking,"[1, 1, 1, 1, 1]",1.0,0.0,0
316,Governments should introduce a flat tax,"[3, 3, 3, 3, 3]",3.0,0.0,0
317,Governments should lower the voting age to 16,"[4, 4, 4, 4, 4]",4.0,0.0,0
318,Governments should prioritise spending money on youth,"[4, 4, 4, 4, 4]",4.0,0.0,0
319,Governments should spend their way out of the recession,"[4, 4, 4, 4, 4]",4.0,0.0,0
320,Grant politicians immunity from prosecution,"[1, 1, 1, 1, 1]",1.0,0.0,0
321,Grant the EU a permanent seat on the UN Security Council,"[4, 4, 4, 4, 4]",4.0,0.0,0
322,Greece should default on its debt and return to the Drachma,"[2, 2, 2, 2, 2]",2.0,0.0,0
323,"Guinea-Bissau should not let itself be turned in to a front of the US’ ""war on drugs""","[4, 4, 4, 4, 4]",4.0,0.0,0
324,HIV/AIDS: There Should Be Compulsory Testing and Labeling of People with HIV,"[1, 1, 1, 1, 1]",1.0,0.0,0
325,Hacking Can Be Justified,"[3, 3, 3, 3, 3]",3.0,0.0,0
326,Handguns must be banned in Washington D.C.,"[2, 2, 2, 1, 2]",1.8,0.16,0
327,Hate crime 'enhancements' are unjust,"[2, 2, 1, 2, 2]",1.8,0.16,0
328,Hate speech on campus has to censored,"[2, 2, 2, 2, 2]",2.0,0.0,0
329,Have no elections rather than sham elections,"[4, 4, 4, 4, 5]",4.2,0.16,0
330,Healthy eating should be made mandatory,"[2, 2, 2, 2, 2]",2.0,0.0,0
331,Heavy drinkers should be denied liver transplants,"[4, 4, 5, 1, 5]",3.8,2.16,0
332,High taxes are necessary for an effective state,"[4, 4, 4, 4, 4]",4.0,0.0,0
333,Hillary Clinton would make a better president for America,"[3, 3, 3, 3, 3]",3.0,0.0,0
334,Historical Artefacts Should Be Repatriated to Their Country of Origin,"[4, 4, 4, 4, 4]",4.0,0.0,0
335,History as a subject in school is needed,"[5, 4, 4, 5, 5]",4.6,0.24,0
336,History has no place in the classroom,"[1, 1, 1, 1, 1]",1.0,0.0,0
337,Hold students legally responsible for bullying if it resulted in the victim's death,"[4, 4, 4, 4, 4]",4.0,0.0,0
338,Home Schooling Should Be Banned,"[1, 1, 1, 1, 1]",1.0,0.0,0
339,Homework is a waste of time,"[2, 2, 2, 2, 2]",2.0,0.0,0
340,Homework is beneficial,"[4, 4, 4, 4, 4]",4.0,0.0,0
341,Homework should be banned.,"[2, 2, 2, 2, 2]",2.0,0.0,0
342,Homework should have a limit,"[4, 4, 4, 4, 4]",4.0,0.0,0
343,Homosexuals should be able to adopt,"[5, 5, 5, 5, 5]",5.0,0.0,0
344,Hosting the Olympic Games is beneficial,"[3, 3, 3, 3, 3]",3.0,0.0,0
345,Hosting the Olympics is a good investment,"[3, 3, 3, 3, 2]",2.8,0.16,0
346,Hosting the world cup is beneficial,"[4, 4, 4, 4, 4]",4.0,0.0,0
347,Housewives Are More Responsible Mothers Than Working Women,"[1, 1, 1, 1, 1]",1.0,0.0,0
348,Housewives should be paid for their work,"[4, 4, 4, 4, 4]",4.0,0.0,0
349,Human Cloning has to be banned,"[4, 4, 4, 4, 4]",4.0,0.0,0
350,Human activity is primarily responsible for global climate change,"[5, 5, 5, 5, 5]",5.0,0.0,0
351,Humans should eat meat,"[3, 3, 3, 3, 3]",3.0,0.0,0
352,I believe in manned space flight,"[4, 4, 4, 4, 4]",4.0,0.0,0
353,I believe in the Right to be forgotten,"[4, 4, 4, 4, 4]",4.0,0.0,0
354,ID cards and the National Identity Register should be scrapped,"[4, 4, 4, 4, 4]",4.0,0.0,0
355,Illegal downloaders should be cut off from the internet,"[1, 2, 2, 2, 1]",1.6,0.24,0
356,Illegal immigrants must be given drivers licenses,"[4, 3, 4, 4, 4]",3.8,0.16,0
357,Immunity for head of state is a good idea,"[3, 3, 3, 3, 3]",3.0,0.0,0
358,Implent the Virtual Doctor Project in Zambia,"[4, 4, 4, 4, 4]",4.0,0.0,0
359,Improving access to contraception will lower the number of teenage pregnancies,"[4, 5, 5, 5, 5]",4.8,0.16,0
360,"In Parliamentary Democracies, A Change Of Prime Minister Should Automatically Trigger A General Election.","[2, 2, 2, 2, 2]",2.0,0.0,0
361,In a democracy all votes should be equal.,"[5, 5, 5, 5, 5]",5.0,0.0,0
362,"In the conflict between Israel and Palestine, a two-state solution is better justified than a one-state solution","[4, 4, 4, 4, 4]",4.0,0.0,0
363,Increased taxes are good for America,"[3, 3, 3, 3, 3]",3.0,0.0,0
364,India should give up Kashmir,"[1, 1, 1, 1, 1]",1.0,0.0,0
365,India’s Ban on the Satanic Verses is justified,"[3, 3, 2, 3, 3]",2.8,0.16,0
366,Indiscriminate NSA surveillance of the rest of the world hurts the United States,"[4, 4, 4, 4, 4]",4.0,0.0,0
367,Individuals have a moral obligation to assist people in need,"[4, 4, 4, 4, 4]",4.0,0.0,0
368,Individuals should be able to legally bypass copyright protection technologies for fair use reasons.,"[4, 4, 4, 4, 4]",4.0,0.0,0
369,Individuals who have committed atrocities in the Syrian Civil War should be investigated by the ICC,"[4, 5, 5, 5, 5]",4.8,0.16,0
370,Inheritance tax should be raised to 100% for everyone born in the UK,"[1, 1, 1, 1, 1]",1.0,0.0,0
371,Instant Replay Should Be Used in Major League Baseball,"[4, 4, 4, 4, 4]",4.0,0.0,0
372,Institute a mandatory retirement age,"[2, 2, 2, 2, 2]",2.0,0.0,0
373,Intellectual property rights have to be abolished,"[1, 1, 1, 1, 1]",1.0,0.0,0
374,International students are charged unfairly high tuition fees at UK universities,"[4, 4, 4, 4, 4]",4.0,0.0,0
375,Internet access is a human right,"[4, 4, 4, 4, 4]",4.0,0.0,0
376,Internet service providers should be allowed to block access to extremist websites,"[2, 2, 2, 2, 3]",2.2,0.16,0
377,Introduce year round schooling,"[4, 4, 4, 4, 4]",4.0,0.0,0
378,Invest in Renewable Technologies rather than Nuclear Power,"[3, 4, 4, 3, 4]",3.6,0.24,0
379,Islamic State/Daesh is the most significant threat to the west,"[2, 2, 2, 2, 2]",2.0,0.0,0
380,Israel should recognise the Palestinian right of return,"[3, 3, 3, 3, 3]",3.0,0.0,0
381,Israel should return to its pre-1967 borders,"[3, 2, 3, 3, 3]",2.8,0.16,0
382,Israel's 2008-2009 military operations against Gaza were justified,"[3, 3, 3, 3, 2]",2.8,0.16,0
383,It does matter where you go to university or college,"[4, 4, 4, 4, 4]",4.0,0.0,0
384,It is a good idea to build the Keystone XL pipeline,"[2, 2, 2, 2, 2]",2.0,0.0,0
385,It is a good idea to have a system of  participatory democracy,"[4, 4, 4, 4, 4]",4.0,0.0,0
386,It is a good idea to lease Crimea to Russia,"[1, 1, 1, 1, 1]",1.0,0.0,0
387,It is appropriate to build a muslim community center (aka the ''Ground Zero Mosque'') near the World Trade Center site ,[],0.0,0.0,5
388,It is be ok to use racial profiling as part of airport security checks,"[1, 1, 1, 1, 1]",1.0,0.0,0
389,It is crucial to explore the universe,"[4, 4, 4, 4, 4]",4.0,0.0,0
390,It is crucial to support the development of a missile defence system,"[4, 4, 4, 4, 4]",4.0,0.0,0
391,It is fine to do random drug-testing in schools,"[3, 3, 3, 2, 3]",2.8,0.16,0
392,It is fine to kill one to save many,"[3, 3, 3, 3, 3]",3.0,0.0,0
393,It is good to gossip,"[2, 2, 3, 3, 2]",2.4,0.24,0
394,It is important to use a graduated response to combat unauthorised file-sharing of copyrighted material,"[4, 4, 4, 4, 4]",4.0,0.0,0
395,It is important to use foreign aid funds to research and distribute software that allows bloggers and journalists in non-democratic countries to evade censorship and conceal their online activities.,"[4, 4, 4, 4, 4]",4.0,0.0,0
396,It is morally permissible for victims to use deadly force as a deliberate response to repeated domestic violence,"[4, 4, 4, 4, 4]",4.0,0.0,0
397,It is necessary to offer increased aid to developing world countries that encourage and accept large influxes of immigrants,"[4, 4, 4, 4, 4]",4.0,0.0,0
398,It is selfish to have more than two children,"[2, 2, 2, 2, 2]",2.0,0.0,0
399,It is sometimes right for the government to restrict freedom of speech,"[4, 4, 4, 4, 4]",4.0,0.0,0
400,It is time to stop buying bottled water,"[4, 4, 4, 4, 4]",4.0,0.0,0
401,It is worth voting,"[4, 4, 4, 4, 4]",4.0,0.0,0
402,It is wrong to tolerate unjust laws,"[4, 4, 4, 4, 4]",4.0,0.0,0
403,It makes sense to drive to an out of town to a shopping centre,"[3, 3, 3, 3, 3]",3.0,0.0,0
404,It should be allowed to have military recruitment in schools,"[3, 3, 3, 3, 3]",3.0,0.0,0
405,It should be allowed to patent genes,"[3, 3, 2, 2, 2]",2.4,0.24,0
406,It should be compulsory for all mothers to breastfeed for the first six months of their babies lives,"[2, 2, 2, 2, 2]",2.0,0.0,0
407,Jerusalem should be divided,"[3, 3, 3, 3, 3]",3.0,0.0,0
408,Job applicants should have to disclose their spent criminal convictions,"[2, 3, 3, 2, 3]",2.6,0.24,0
409,Joe Calzaghe deserves to be recognized as one of the greatest boxers of all time,"[4, 4, 4, 4, 4]",4.0,0.0,0
410,Julian Assange is a journalist,"[4, 4, 4, 4, 4]",4.0,0.0,0
411,Junk Food Should Be Banned,"[2, 2, 2, 2, 2]",2.0,0.0,0
412,Keep the Sabbath as a Day of Rest,"[4, 4, 4, 4, 4]",4.0,0.0,0
413,Kill One to Save Many,"[2, 2, 1, 1, 1]",1.4,0.24,0
414,Labels on food must be mandated to encourage people to eat better,"[4, 4, 4, 4, 4]",4.0,0.0,0
415,Lack of Parental Guidance Is Mainly Responsible for Children Being Violent and Aggressive in School,"[4, 4, 4, 4, 4]",4.0,0.0,0
416,Lady Macbeth is the real driving force behind King Duncan’s murder in Shakespeare’s Macbeth,"[4, 4, 4, 4, 4]",4.0,0.0,0
417,Language does control thought,"[4, 4, 4, 4, 4]",4.0,0.0,0
418,Launching a military coup against a democratic government can be justified,[],0.0,0.0,5
419,Leaders of countries that use extra-territorial rendition should be tried for war crimes,"[4, 4, 4, 4, 4]",4.0,0.0,0
420,Leaving the EU would increase British security,"[3, 2, 2, 3, 3]",2.6,0.24,0
421,Legal empowerment is provided for women through land titling,"[4, 4, 4, 4, 4]",4.0,0.0,0
422,Legalize sex work in order to make controls more feasible and effective to combat HIV/AIDS,"[4, 4, 4, 4, 4]",4.0,0.0,0
423,Lesotho should be annexed by South Africa,"[1, 1, 1, 1, 1]",1.0,0.0,0
424,Less time outdoors is severely detrimental to the physical and emotional wellbeing of children,"[4, 5, 4, 4, 4]",4.2,0.16,0
425,Liberal democracies are better at providing people’s needs than non-democracies.,"[4, 4, 4, 4, 4]",4.0,0.0,0
426,Limit the free speech rights of corporations that are granted legal personhood,"[4, 4, 4, 4, 4]",4.0,0.0,0
427,Long term cooperation between Russia and the United States is possible.,"[3, 3, 3, 3, 3]",3.0,0.0,0
428,Lowering the federal corporate income tax rate does create jobs,"[3, 3, 3, 3, 3]",3.0,0.0,0
429,Macs are better than PCs,"[3, 3, 3, 3, 3]",3.0,0.0,0
430,Major league baseball should continue to allow collisions at home plate,"[2, 2, 2, 2, 2]",2.0,0.0,0
431,Make all museums free of charge,"[4, 4, 4, 4, 4]",4.0,0.0,0
432,Make lessons in a foreign language compulsory for school pupils,"[4, 4, 4, 4, 4]",4.0,0.0,0
433,Make sex education mandatory in schools,"[4, 4, 4, 4, 4]",4.0,0.0,0
434,Make the raising of business and labour standards a prerequisite for developmental aid,"[4, 4, 4, 4, 4]",4.0,0.0,0
435,Make-up is bad for us,"[3, 3, 3, 3, 3]",3.0,0.0,0
436,Male infant circumcision is tantamount to child abuse,"[2, 2, 2, 2, 2]",2.0,0.0,0
437,Man made climate change is a myth,"[1, 1, 1, 1, 1]",1.0,0.0,0
438,Mandatory sentencing is fine.,"[2, 2, 2, 2, 2]",2.0,0.0,0
439,Marriage is an outdated institution,"[3, 3, 3, 3, 3]",3.0,0.0,0
440,Maths should be a compulsory subject at GCSE,"[4, 4, 4, 4, 4]",4.0,0.0,0
441,Media reporting on violent crimes should be restricted,"[1, 2, 2, 2, 2]",1.8,0.16,0
442,Men are the key to family planning in Uganda,"[3, 2, 3, 2, 2]",2.4,0.24,0
443,Mexican culture was incurably damaged by the introduction of Christianity,"[2, 2, 2, 2, 2]",2.0,0.0,0
444,Military action to intervene during atrocities without United Nations Security Council approval can be legal,"[4, 3, 3, 3, 4]",3.4,0.24,0
445,"Mind Sports Such as Chess, Quizzing and Debating Should Be Olympic Sports","[4, 4, 4, 4, 4]",4.0,0.0,0
446,Minors Should Be Able to Obtain Abortions Without Parental Consent,"[3, 3, 3, 3, 4]",3.2,0.16,0
447,Mixed Martial Arts (UFC) is a form of human cockfighting,"[2, 2, 2, 2, 2]",2.0,0.0,0
448,Money Is the Root of All Evil,"[2, 2, 2, 2, 2]",2.0,0.0,0
449,Money undermines sport’s values,"[4, 4, 4, 4, 4]",4.0,0.0,0
450,More gun control laws should be enacted,"[4, 4, 4, 4, 4]",4.0,0.0,0
451,Mossad should carry out extrajudicial killings,[],0.0,0.0,5
452,Most people are a little bit gay,"[3, 3, 3, 4, 4]",3.4,0.24,0
453,Music That Glorifies Crime Should Be Banned,"[2, 2, 2, 1, 2]",1.8,0.16,0
454,Music containing lyrics that glorify violent and criminal lifestyles should be banned,"[1, 2, 2, 1, 2]",1.6,0.24,0
455,Music should be free for all,"[4, 4, 4, 4, 4]",4.0,0.0,0
456,Music that glorifies violence against women should be banned,"[4, 4, 4, 4, 4]",4.0,0.0,0
457,NATO countries and the government of Afghanistan should negotiate a power-sharing deal with the Taliban,"[3, 3, 3, 3, 3]",3.0,0.0,0
458,NATO has succeeded in Afghanistan,"[2, 2, 2, 2, 2]",2.0,0.0,0
459,National service should be re-introduced,"[3, 3, 3, 3, 3]",3.0,0.0,0
460,Nations of the world should increase protection of the economic and social rights of migrants,"[4, 4, 4, 5, 4]",4.2,0.16,0
461,Neil Armstrong did actually walk on the Moon,"[5, 5, 5, 5, 5]",5.0,0.0,0
462,Neo-functionalism explains the integration of the European Union,"[4, 4, 4, 4, 4]",4.0,0.0,0
463,Net Neutrality – All Internet Traffic Should Be Treated Equally,"[4, 4, 4, 4, 4]",4.0,0.0,0
464,Net neutrality should be restored,"[4, 4, 4, 4, 4]",4.0,0.0,0
465,New York City has the right to regulate the size of sodas bought on the market,"[4, 4, 4, 4, 4]",4.0,0.0,0
466,New prisons need to be built to ease overcrowding,"[3, 3, 3, 2, 3]",2.8,0.16,0
467,News organisations should be free to exclude news of homosexuality where it causes offence to their viewers,"[1, 1, 1, 1, 1]",1.0,0.0,0
468,Newspapers Are a Thing of the Past,"[2, 2, 2, 2, 2]",2.0,0.0,0
469,Newspapers belong to the past,"[2, 2, 2, 2, 2]",2.0,0.0,0
470,Nollywood could be an effective instrument to change perceptions of Africa,"[4, 4, 4, 4, 4]",4.0,0.0,0
471,Nuclear technology must be adopted,"[4, 4, 4, 4, 4]",4.0,0.0,0
472,"Obese people, in countries with a national health service, should face higher taxes","[1, 1, 1, 1, 1]",1.0,0.0,0
473,Obesity is a disease,"[4, 4, 4, 4, 4]",4.0,0.0,0
474,Offshoring is a good idea,"[3, 3, 3, 3, 3]",3.0,0.0,0
475,Oil Companies Should Not Be Allowed To Drill Offshore,"[4, 4, 4, 5, 4]",4.2,0.16,0
476,Online Shopping Is Better Than Offline Shopping,"[3, 3, 3, 3, 3]",3.0,0.0,0
477,Online education does more good than harm,"[4, 4, 4, 4, 4]",4.0,0.0,0
478,Online gambling has to be banned,"[2, 2, 2, 2, 2]",2.0,0.0,0
479,Only buildings that are historically important should be preserved,"[1, 1, 1, 1, 1]",1.0,0.0,0
480,Open primaries are the most effective method of selecting candidates for elections,"[3, 3, 3, 3, 3]",3.0,0.0,0
481,Opinion polls harm the democratic process,"[3, 3, 2, 3, 3]",2.8,0.16,0
482,PHILOSOPHY – Utilitarianism isn’t as fair as it initially seems,"[4, 4, 4, 4, 4]",4.0,0.0,0
483,Paparazzi and press intrude too much into celebrities lives,"[4, 4, 4, 4, 4]",4.0,0.0,0
484,Parents have to be allowed to monitor their children's online and mobile communications,"[4, 4, 4, 4, 4]",4.0,0.0,0
485,Parents of obese children be prosecuted with neglect,"[1, 1, 1, 1, 1]",1.0,0.0,0
486,Parents or other adults should be able to ban books from schools and libraries.,"[2, 1, 1, 2, 2]",1.6,0.24,0
487,Parents should be able to choose the sex of their children,"[3, 2, 3, 2, 3]",2.6,0.24,0
488,Parents should be allowed to genetically screen foetuses for heritable diseases,"[4, 4, 4, 4, 4]",4.0,0.0,0
489,Parents should be held responsible for their school-going children's discipline problems,"[4, 3, 4, 4, 4]",3.8,0.16,0
490,Parents should have the right to do background checks on those looking after their children,"[4, 5, 4, 4, 5]",4.4,0.24,0
491,Parents should introduce children to alcohol (in moderation) at an early age,"[2, 2, 2, 2, 2]",2.0,0.0,0
492,Parents should not allow young people to live at home again after graduating,"[1, 1, 1, 1, 1]",1.0,0.0,0
493,Partial birth abortions should be banned,"[1, 2, 1, 1, 1]",1.2,0.16,0
494,Patents on life-saving drugs should be bypassed,"[2, 2, 2, 2, 2]",2.0,0.0,0
495,Pay state school teachers based on merit,"[4, 4, 3, 3, 3]",3.4,0.24,0
496,Penalise religious hate speech,"[4, 4, 4, 4, 4]",4.0,0.0,0
497,Pensions should be privatised,"[3, 2, 2, 2, 2]",2.2,0.16,0
498,People on job seekers allowance who refuse a job should lose their benefits,"[4, 4, 4, 4, 4]",4.0,0.0,0
499,People should be allowed to do what they want to their own bodies,"[5, 4, 5, 5, 4]",4.6,0.24,0
500,People should be allowed to sell their own organs,"[2, 3, 2, 2, 3]",2.4,0.24,0
501,People should become vegetarian,"[4, 4, 4, 4, 4]",4.0,0.0,0
502,People should have a right to private education,"[4, 4, 4, 4, 4]",4.0,0.0,0
503,People should have the right to die,"[4, 4, 4, 4, 4]",4.0,0.0,0
504,People should lose their jobs for saying the wrong thing,"[1, 1, 1, 1, 1]",1.0,0.0,0
505,Performing tests on animals must be banned,"[2, 2, 2, 2, 2]",2.0,0.0,0
506,Persistent Bullies Should be Expelled,"[4, 4, 4, 4, 4]",4.0,0.0,0
507,Personality is more important than ability,"[3, 3, 3, 3, 3]",3.0,0.0,0
508,Physical Chastisement of Children Should Be Illegal,"[5, 5, 5, 5, 5]",5.0,0.0,0
509,Physical Education In Schools Should Be Compulsory,"[4, 4, 4, 4, 4]",4.0,0.0,0
510,Place Cameras in Courtrooms to Televise Court Cases,"[4, 4, 4, 4, 4]",4.0,0.0,0
511,Plastic Bags should be banned,"[4, 4, 4, 4, 4]",4.0,0.0,0
512,Playoffs must be implemented in collegiate level american football,"[4, 3, 3, 3, 4]",3.4,0.24,0
513,Poetry should not be taught in schools,"[1, 1, 1, 1, 1]",1.0,0.0,0
514,Police Service Should Be Armed (UK),"[3, 3, 3, 3, 3]",3.0,0.0,0
515,Police body cameras should be allowed,"[4, 4, 4, 4, 4]",4.0,0.0,0
516,Polls are accurate predictors of election results,"[3, 3, 3, 3, 3]",3.0,0.0,0
517,Polygamous Marriage Should Be Recognised,"[4, 4, 3, 4, 3]",3.6,0.24,0
518,Poorer Countries Should Abandon Free Trade Agreements,"[2, 2, 2, 2, 2]",2.0,0.0,0
519,Positive Discrimination Towards Women in Society Is Justified,"[4, 4, 4, 4, 4]",4.0,0.0,0
520,Positive discrimination has to be used to increase diversity in university,"[4, 4, 4, 4, 4]",4.0,0.0,0
521,Positive discrimination must be used to put more women in parliament,"[4, 4, 4, 4, 4]",4.0,0.0,0
522,Post Office Should Be Privatized,"[3, 3, 2, 3, 3]",2.8,0.16,0
523,Post conflict peace cannot be sustained without impartial justice,"[4, 4, 4, 4, 4]",4.0,0.0,0
524,Poverty is the most important security issue facing Africa,"[4, 4, 4, 4, 4]",4.0,0.0,0
525,Power only has two dimensions,"[1, 1, 1, 1, 1]",1.0,0.0,0
526,Pre-nuptial agreements should not be recognised in divorce courts,"[1, 1, 1, 1, 1]",1.0,0.0,0
527,Prescription drugs are overpriced,"[4, 4, 4, 4, 4]",4.0,0.0,0
528,Prescription drugs should be advertised directly to consumers,"[3, 3, 3, 3, 3]",3.0,0.0,0
529,Prioritize eliminating the budget deficit over increasing domestic spending,"[4, 3, 4, 3, 4]",3.6,0.24,0
530,Prisoners Should Be Used For Medical Experiments Without Consent,[],0.0,0.24,5
531,Privacy Online is Important,"[5, 5, 5, 5, 5]",5.0,0.0,0
532,Private universities in the UK must be encouraged,"[4, 4, 4, 4, 4]",4.0,0.0,0
533,Professional sportsmen must be required to represent their countries at the international level,"[2, 1, 1, 1, 2]",1.4,0.24,0
534,Prohibit retailers from selling certain items at a loss as a marketing device.,"[2, 2, 2, 2, 2]",2.0,0.0,0
535,Promote safe sex through education at schools,"[5, 5, 5, 5, 5]",5.0,0.0,0
536,Proportional representation is necessary.,"[3, 3, 4, 3, 3]",3.2,0.16,0
537,Prosecutions help the healing process,"[4, 4, 4, 4, 4]",4.0,0.0,0
538,Prostitution Should Be Legal,"[4, 4, 4, 4, 4]",4.0,0.0,0
539,Prostitution has to be legalised,"[4, 4, 4, 4, 4]",4.0,0.0,0
540,Prostitution should be legalised to protect sex workers from HIV/AIDS,"[4, 4, 4, 4, 4]",4.0,0.0,0
541,Protect braille out of respect for free speech,"[4, 4, 4, 4, 4]",4.0,0.0,0
542,Provide breakfast for all school students,"[4, 4, 4, 4, 4]",4.0,0.0,0
543,Provision of higher education must be funded by taxing graduates,"[2, 2, 2, 2, 2]",2.0,0.0,0
544,Public Transport Should Be Free,"[4, 4, 4, 4, 4]",4.0,0.0,0
545,Public health concerns justify compulsory immunization,"[4, 4, 4, 4, 4]",4.0,0.0,0
546,Public high school students in the United States ought not be required to pass standardized exit exams to graduate,"[4, 3, 3, 3, 3]",3.2,0.16,0
547,Puerto Rico should seek American statehood,"[4, 4, 4, 4, 3]",3.8,0.16,0
548,Put taxes/revenue from oil into a trust fund independent of politicians influence,"[4, 4, 4, 4, 4]",4.0,0.0,0
549,Quebec should secede from Canada,"[3, 3, 3, 3, 3]",3.0,0.0,0
550,Racial quotas must be set in South African rugby,"[4, 4, 4, 4, 4]",4.0,0.0,0
551,Rail travel is the best mode of transport for the future,"[3, 3, 3, 3, 3]",3.0,0.0,0
552,Rain Man is such a bad image of autism,"[2, 4, 2, 1, 2]",2.2,0.96,0
553,Raise The School Leaving Age To 18,"[4, 4, 4, 4, 4]",4.0,0.0,0
554,Raise the school leaving age to 18,"[4, 4, 4, 4, 4]",4.0,0.0,0
555,Reality TV has gone too far,"[4, 4, 4, 4, 4]",4.0,0.0,0
556,Reality TV shows are an important part of popular culture today.,"[4, 4, 4, 4, 4]",4.0,0.0,0
557,Receiving multiple vaccines are safe,"[5, 5, 5, 5, 5]",5.0,0.0,0
558,Recognise Kosovo as an independent state,"[4, 4, 4, 4, 4]",4.0,0.0,0
559,Recreational marijuana should be legal,"[4, 4, 4, 4, 4]",4.0,0.0,0
560,Refusing to stand for the National Anthem is an appropriate form of protest.,"[4, 4, 4, 4, 4]",4.0,0.0,0
561,Reheat tea in the microwave,"[3, 3, 3, 3, 3]",3.0,0.0,0
562,Religion In Itself Is A Purely Positive Force In The World,"[2, 2, 1, 1, 1]",1.4,0.24,0
563,Religion does more harm than good,"[3, 3, 3, 3, 3]",3.0,0.0,0
564,Religion is not necessary,"[3, 3, 3, 3, 3]",3.0,0.0,0
565,Religions Should Not Qualify as Charities,"[2, 2, 2, 1, 2]",1.8,0.16,0
566,Religious education Should be a part of the School curriculum,"[3, 3, 3, 3, 3]",3.0,0.0,0
567,Religious freedom abroad should be one of the primary foreign policy concerns for any country,"[4, 4, 4, 4, 4]",4.0,0.0,0
568,Religious symbols in public buildings must be banned,"[2, 2, 2, 2, 2]",2.0,0.0,0
569,Remotely Controlled Weapons Systems Should Not Be Used In Combat,"[4, 4, 4, 5, 4]",4.2,0.16,0
570,Remove Bush tax cuts for the wealthy,"[4, 4, 4, 4, 4]",4.0,0.0,0
571,Remove the requirement for Catholic Priests to take a vow of celibacy,"[4, 4, 4, 4, 4]",4.0,0.0,0
572,"Remove the words ""under God"" from the American Pledge of Allegiance","[4, 3, 3, 3, 3]",3.2,0.16,0
573,Replace aid with remittances,"[2, 2, 2, 2, 2]",2.0,0.0,0
574,Representative Democracy Is a Better Form of Government Than Direct Democracy,"[4, 4, 4, 4, 4]",4.0,0.0,0
575,Resources have a negative influence on foreign policy in the Middle East,"[3, 2, 3, 2, 3]",2.6,0.24,0
576,Restrict the right to Habeas Corpus as part of efforts to combat terrorism,"[1, 1, 1, 1, 1]",1.0,0.0,0
577,Restrictions must be imposed on overseas players in football,"[3, 3, 3, 3, 3]",3.0,0.0,0
578,Rich countries should actively recruit medical personnel from poorer countries,"[1, 2, 1, 2, 2]",1.6,0.24,0
579,Roger Federer Is Not the Greatest Tennis Player of All Time,"[3, 2, 3, 3, 3]",2.8,0.16,0
580,Romeo and Juliet do promote knife crime,"[1, 2, 1, 2, 2]",1.6,0.24,0
581,Romeo and Juliet is unsuccessful as a tragedy,"[1, 1, 1, 1, 1]",1.0,0.0,0
582,Rupert Murdoch is not a fit person to run an international media corporation,"[3, 3, 3, 3, 3]",3.0,0.0,0
583,Russia has the right to send troops into Crimea,"[1, 1, 1, 1, 1]",1.0,0.0,0
584,Russia is a land of democracy (not autocracy),"[1, 1, 1, 1, 1]",1.0,0.0,0
585,Russia needs strong leadership,"[4, 4, 4, 4, 4]",4.0,0.0,0
586,Sadomasochism must be decriminalized,"[4, 4, 4, 4, 4]",4.0,0.0,0
587,Same sex relationships should have the same legal status as heterosexual relationships under EU law,"[5, 5, 5, 5, 5]",5.0,0.0,0
588,Same-Sex Marriage Should Be Legal,"[5, 5, 5, 5, 5]",5.0,0.0,0
589,Sanctions should be used to promote democracy,"[4, 4, 4, 4, 4]",4.0,0.0,0
590,Sanctuary cities are beneficial,"[4, 4, 4, 4, 4]",4.0,0.0,0
591,Sao Tome would drop relations with Taiwan in favour of Mainland China,"[4, 4, 4, 4, 4]",4.0,0.0,0
592,School Day Should Be Extended,"[3, 3, 3, 2, 3]",2.8,0.16,0
593,School Uniforms Should Be Mandatory,"[3, 3, 3, 3, 3]",3.0,0.0,0
594,School uniforms must be banned,"[2, 2, 2, 2, 2]",2.0,0.0,0
